ID,부위,운동명,장비,분류,주동근,협동근,권장 렙범위,휴식초,무게 단위,난이도,신뢰도
P275,어깨,스미스 머신 오버헤드 프레스,스미스 머신,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P276,어깨,밴드 프론트 레이즈,밴드,아이솔레이션,전면 삼각근,,8~15,60~120,저항 단계,초보,높음
P277,어깨,플레이트 프론트 레이즈,플레이트,아이솔레이션,전면 삼각근,,8~15,60~120,2.5kg,초보,높음
P278,어깨,케이블 프론트 레이즈,케이블,아이솔레이션,전면 삼각근,,8~15,60~120,2.5kg,초보,높음
P279,어깨,밴드 레터럴 레이즈,밴드,아이솔레이션,측면 삼각근,,8~15,60~120,저항 단계,초보,높음
P280,어깨,케이블 레터럴 레이즈,케이블,아이솔레이션,측면 삼각근,,8~15,60~120,2.5kg,초보,높음
P281,어깨,케이블 숄더 프레스,케이블,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P282,어깨,덤벨 슈러그,덤벨,아이솔레이션,승모근 상부,,8~15,60~120,1~2.5kg,초보,높음
P283,어깨,바벨 업라이트 로우,바벨,컴파운드,측면 삼각근/승모근,,5~8 (근력) / 6~12 (비대),120~180,2.5kg,중급,높음
P284,어깨,덤벨 업라이트 로우,덤벨,컴파운드,측면 삼각근/승모근,,5~8 (근력) / 6~12 (비대),120~180,1~2.5kg,중급,높음
P285,어깨,스미스 머신 슈러그,스미스 머신,아이솔레이션,승모근 상부,,8~15,60~120,2.5kg,초보,높음
P286,어깨,비하인드 넥 프레스,바벨,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,중급,높음
P287,어깨,스미스 머신 비하인드 넥 프레스,스미스 머신,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P288,어깨,이지바 프론트 레이즈,바벨,아이솔레이션,전면 삼각근,,8~15,60~120,2.5kg,초보,높음
P289,어깨,벤트 오버 레터럴 레이즈 머신,머신,아이솔레이션,후면 삼각근,,8~15,60~120,5kg,초보,높음
P290,어깨,원 암 덤벨 숄더프레스,덤벨,컴파운드,삼각근(전체),,5~8 (근력) / 6~12 (비대),120~180,1~2.5kg,중급,높음
P291,어깨,덤벨 비하인드 넥 프레스,덤벨,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,1~2.5kg,중급,높음
P292,어깨,벤트오버 케이블 레터럴 레이즈,케이블,아이솔레이션,후면 삼각근,,8~15,60~120,2.5kg,초보,높음
P293,어깨,원 암 케이블 프론트 레이즈,케이블,아이솔레이션,전면 삼각근,,8~15,60~120,2.5kg,초보,높음
P294,어깨,인클라인 덤벨 리어 레터럴 레이즈,덤벨,아이솔레이션,후면 삼각근,,8~15,60~120,1~2.5kg,초보,높음
P295,어깨,원 암 덤벨 레터럴 레이즈,덤벨,아이솔레이션,측면 삼각근,,8~15,60~120,1~2.5kg,초보,높음
P296,어깨,랜드마인 프레스,바벨,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,고급,높음
P297,어깨,원 암 페이스풀,케이블,아이솔레이션,후면 삼각근,,8~15,60~120,2.5kg,초보,높음
P298,어깨,바이킹 프레스,바벨,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,고급,높음
P299,어깨,케이블 업라이트 로우,케이블,컴파운드,측면 삼각근/승모근,,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P300,어깨,스탠딩 덤벨 숄더 프레스,덤벨,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,1~2.5kg,중급,높음
P301,어깨,플레이트 오버헤드 프레스,플레이트,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P302,어깨,원 암 숄더 프레스 머신,머신,컴파운드,삼각근(전체),삼두근/상부 대흉근,5~8 (근력) / 6~12 (비대),120~180,5kg,초보,높음
P303,어깨,원 암 펙 덱 리어 델트,덤벨,아이솔레이션,후면 삼각근,,8~15,60~120,1~2.5kg,초보,높음
P304,어깨,이지바 업라이트 로우,바벨,컴파운드,측면 삼각근/승모근,,5~8 (근력) / 6~12 (비대),120~180,2.5kg,중급,높음
P305,어깨,스미스 머신 업라이트 로우,스미스 머신,컴파운드,측면 삼각근/승모근,,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P306,어깨,스미스 머신 벤트 오버 로우,스미스 머신,컴파운드,후면 삼각근,,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P307,삼두,바벨 트라이셉스 익스텐션,바벨,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P308,삼두,케이블 트라이셉스 푸쉬다운,케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P309,삼두,원 암 덤벨 킥백,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P310,삼두,덤벨 트라이셉스 익스텐션,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P311,삼두,원 암 덤벨 트라이셉스 익스텐션,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P312,삼두,벤치 딥스,맨몸,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,중급,높음
P313,삼두,원 암 케이블 킥백,케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P314,삼두,오버헤드 케이블 트라이셉스 익스텐션(일어서기),케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P315,삼두,라잉 트라이셉스 익스텐션(스컬 크러셔),바벨,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P316,삼두,딥스 머신,머신,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,5kg,초보,높음
P317,삼두,클로즈 그립 벤치 프레스,바벨,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,중급,높음
P318,삼두,원 암 케이블 트라이셉스 익스텐션,케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P319,삼두,오버헤드 케이블 트라이셉스 익스텐션(구부리기),케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P320,삼두,트라이셉스 푸쉬다운 머신,머신,아이솔레이션,삼두근,,8~15,60~120,5kg,초보,높음
P321,삼두,라잉 덤벨 트라이셉스 익스텐션,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P322,삼두,플로어 트라이셉스 딥스,맨몸,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,중급,높음
P323,삼두,원 암 케티블 트라이셉스 푸쉬다운,케틀벨,아이솔레이션,삼두근,,8~15,60~120,4kg,초보,높음
P324,삼두,케이블 로프 트라이셉스 익스텐션,케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P325,삼두,트라이셉스 익스텐션 머신,머신,아이솔레이션,삼두근,,8~15,60~120,5kg,초보,높음
P326,삼두,체어 딥스,맨몸,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,중급,높음
P327,삼두,오버헤드 덤벨 트라이셉스 익스텐션,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P328,삼두,밴드 트라이셉스 푸쉬다운,밴드,아이솔레이션,삼두근,,8~15,60~120,저항 단계,초보,높음
P329,삼두,인클라인 바벨 트라이셉스 익스텐션,바벨,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P330,삼두,인클라인 이지바 트라이셉스 익스텐션,바벨,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P331,삼두,인클라인 덤벨 트라이셉스 익스텐션,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P332,삼두,덤벨 킥백,덤벨,아이솔레이션,삼두근,,8~15,60~120,1~2.5kg,초보,높음
P333,삼두,오버헤드 트라이셉스 익스텐션 머신,머신,아이솔레이션,삼두근,,8~15,60~120,5kg,초보,높음
P334,삼두,케이블 리버스 푸쉬다운,케이블,아이솔레이션,삼두근,,8~15,60~120,2.5kg,초보,높음
P335,삼두,디클라인 클로즈 그립 스미스 벤치 프레스,스미스 머신,컴파운드,삼두근,대흉근/전면 삼각근,5~8 (근력) / 6~12 (비대),120~180,2.5kg,초보,높음
P336,이두,바벨 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P337,이두,케이블 컬,케이블,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P338,이두,친 업,맨몸,컴파운드,이두근,,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,중급,높음
P339,이두,덤벨 프리쳐 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P340,이두,덤벨 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P341,이두,이지바 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P342,이두,덤벨 해머 컬,덤벨,아이솔레이션,이두근/상완근,,8~15,60~120,1~2.5kg,초보,높음
P343,이두,컨센트레이션 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P344,이두,프리쳐 컬 머신,머신,아이솔레이션,이두근,,8~15,60~120,5kg,초보,높음
P345,이두,케이블 해머 컬,케이블,아이솔레이션,이두근/상완근,,8~15,60~120,2.5kg,초보,높음
P346,이두,밴드 해머 컬,밴드,아이솔레이션,이두근/상완근,,8~15,60~120,저항 단계,초보,높음
P347,이두,바벨 프리쳐 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P348,이두,덤벨 리버스 컬,덤벨,아이솔레이션,상완근/전완근,,8~15,60~120,1~2.5kg,초보,높음
P349,이두,바벨 리버스 컬,바벨,아이솔레이션,상완근/전완근,,8~15,60~120,2.5kg,초보,높음
P350,이두,오버헤드 케이블 컬,케이블,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P351,이두,이지바 프리쳐 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P352,이두,인클라인 덤벨 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P353,이두,인클라인 덤벨 해머 컬,덤벨,아이솔레이션,이두근/상완근,,8~15,60~120,1~2.5kg,초보,높음
P354,이두,인클라인 덤벨 리버스 컬,덤벨,아이솔레이션,상완근/전완근,,8~15,60~120,1~2.5kg,초보,높음
P355,이두,케이블 리버스 컬,케이블,아이솔레이션,상완근/전완근,,8~15,60~120,2.5kg,초보,높음
P356,이두,이지바 리버스 컬,바벨,아이솔레이션,상완근/전완근,,8~15,60~120,2.5kg,초보,높음
P357,이두,케이블 프리쳐 컬,케이블,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P358,이두,인클라인 바벨 리버스 컬,바벨,아이솔레이션,상완근/전완근,,8~15,60~120,2.5kg,초보,높음
P359,이두,원 암 케이블 컬,케이블,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P360,이두,암 컬 머신,머신,아이솔레이션,이두근,,8~15,60~120,5kg,초보,높음
P361,이두,시티드 덤벨 드래그 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P362,이두,덤벨 드래그 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P363,이두,이지바 드래그 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P364,이두,케이블 드래그 컬,케이블,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P365,이두,바벨 드래그 컬,바벨,아이솔레이션,이두근,,8~15,60~120,2.5kg,초보,높음
P366,이두,원 암 덤벨 프리쳐 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P367,이두,원 암 프리쳐 컬 머신,머신,아이솔레이션,이두근,,8~15,60~120,5kg,초보,높음
P368,이두,디클라인 덤벨 컬,덤벨,아이솔레이션,이두근,,8~15,60~120,1~2.5kg,초보,높음
P369,이두,덤벨 시티드 해머컬,덤벨,아이솔레이션,이두근/상완근,,8~15,60~120,1~2.5kg,초보,높음
P370,복근,레그 레이즈,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P371,복근,크런치,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P372,복근,케이블 크런치,케이블,아이솔레이션,복직근,,12~20 (또는 시간),60~120,2.5kg,초보,높음
P373,복근,캡틴스 체어 레그 레이즈,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P374,복근,행잉 레그 레이즈,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P375,복근,바이시클 크런치,맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P376,복근,디클라인 크런치,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P377,복근,덤벨 사이드 밴드,덤벨,아이솔레이션,복사근,,12~20 (또는 시간),60~120,1~2.5kg,초보,높음
P378,복근,플랭크(시간),맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P379,복근,브이 업,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P380,복근,AB슬라이드,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P381,복근,클로스 바디 크런치,맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P382,복근,크런치 머신,머신,아이솔레이션,복직근,,12~20 (또는 시간),60~120,5kg,초보,높음
P383,복근,니 투 엘보,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P384,복근,러시안 트위스트,맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P385,복근,케이블 사이드 밴드,케이블,아이솔레이션,복사근,,12~20 (또는 시간),60~120,2.5kg,초보,높음
P386,복근,사이드 플랭크(시간),맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P387,복근,싯 업,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P388,복근,케틀벨 스윙,케틀벨,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,4kg,중급,높음
P389,복근,드래곤 플래그,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,고급,높음
P390,복근,사이드 레그 레이즈,맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P391,복근,플랭크 푸쉬업,맨몸,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,초보,높음
P392,복근,로테이션 푸쉬업,맨몸,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,초보,높음
P393,복근,로테이션 플랭크,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P394,복근,스파이더맨 푸쉬업,맨몸,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,초보,높음
P395,복근,암 앤 레그 리프트,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P396,복근,사이드 니업,맨몸,아이솔레이션,복사근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P397,복근,머슬업,맨몸,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,맨몸/체중조끼,고급,높음
P398,복근,원 암 케틀벨 스내치,케틀벨,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,4kg,고급,높음
P399,복근,케틀벨 행 클린,케틀벨,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,4kg,고급,높음
P400,복근,인클라인 레그 레이즈,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P401,복근,원 암 케틀벨 스윙,케틀벨,컴파운드,복직근,,5~8 (근력) / 6~12 (비대),120~180,4kg,중급,높음
P402,복근,슈퍼맨,맨몸,아이솔레이션,척추기립근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P403,복근,물구나무 서기,맨몸,아이솔레이션,복직근,,12~20 (또는 시간),60~120,맨몸/체중조끼,고급,높음
P404,복근,버드 독,맨몸,아이솔레이션,척추기립근,,12~20 (또는 시간),60~120,맨몸/체중조끼,초보,높음
P405,전완근,덤벨 리스트 컬,덤벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,1~2.5kg,초보,높음
P406,전완근,바벨 리스트 컬,바벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P407,전완근,리스트 롤러,바벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P408,전완근,리버스 바벨 리스트 컬,바벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P409,전완근,리버스 덤벨 리스트 컬,덤벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,1~2.5kg,초보,높음
P410,전완근,플레이트 컬,플레이트,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P411,전완근,덤벨 비하인드 백 컬,덤벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,1~2.5kg,초보,높음
P412,전완근,케이블 리스트 컬,케이블,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P413,전완근,조트맨 컬,바벨,아이솔레이션,전완 굴근/신근,,10~15,60~120,2.5kg,초보,높음
P414,유산소,싸이클,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P415,유산소,엘립티컬 머신,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P416,유산소,트레드밀 러닝,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P417,유산소,러닝(야외),맨몸/야외,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P418,유산소,버피,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P419,유산소,점핑 잭,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P420,유산소,줄넘기,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P421,유산소,로잉 머신,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P422,유산소,스텝 머신,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P423,유산소,인클라인 트레드밀 러닝,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P424,유산소,스텝 밀(천국의 계단),유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P425,유산소,스쿼트 버피,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P426,유산소,크리스 크로스 엘보우 투 니,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P427,유산소,터치다운,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P428,유산소,로우 런지 트위스트,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P429,유산소,사이드 킥 버피,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P430,유산소,슬로우 버피,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P431,유산소,무동력 트레드밀,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P432,유산소,좌식 싸이클,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P433,유산소,경보,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P434,유산소,걷기,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P435,유산소,벤치 스텝업,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P436,유산소,스텝업 스텝 박스,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P437,유산소,줄넘기 2단 뛰기,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P438,유산소,스텝퍼,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P439,유산소,훌라후프,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P440,유산소,사이드 마운틴 클라이머,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P441,유산소,스쿼트 오버헤드 프레스,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P442,유산소,하늘 자전거,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P443,유산소,배틀 로프,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P444,유산소,스키 에르그,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P445,유산소,에어 바이크,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P446,유산소,스텝박스 마운틴 클라이머,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P447,유산소,아크트레이너,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
P448,유산소,불가리안백 스핀,맨몸,유산소,심폐,,시간/거리,인터벌별,맨몸/체중조끼,초보,높음
P449,유산소,스핀 바이크,유산소 기구,유산소,심폐,,시간/거리,인터벌별,강도/시간,초보,높음
