ID	분류	항목	적용 시점	운동 추천	실시간 코칭	지식베이스	핵심 룰 (한 줄)	입력값	출력값/동작	활용 예시	출처	URL	신뢰도
A01	RPE 자율조절	RPE 정의	세트 직후	-	Y	Y	세트 후 "몇 회 더 가능했나"(RIR)로 강도 측정. 1회 남으면 RPE9, 2회 남으면 RPE8	사용자가 입력한 RPE (0~10)	RIR로 변환 → 다음 세트 보정의 기준값	앱 UI: '이 세트 RPE는?' 슬라이더 → DB 저장 → 다음 세트 알고리즘 입력	Zourdos 2016 (Tuchscherer RPE 검증)	https://pubmed.ncbi.nlm.nih.gov/26049792/	★★★
A02	RPE 자율조절	RPE-1RM% 변환표	세션 전 / 세트 직후	Y	Y	Y	렙수×목표RPE → 1RM 대비 % 자동 계산. 예: RPE9 3렙=88%, RPE8 5렙=80%	목표 RPE, 렙수, 사용자 1RM	추천 무게 (kg)	세션 처방: '오늘 5렙 RPE8 목표' → 1RM의 80% 자동 계산해 무게 제시	Tuchscherer / PowerliftingToWin	https://www.powerliftingtowin.com/a-review-of-mike-tuchscherer-reactive-training-systems-rts/	★★★
A03	RPE 자율조절	Fatigue Percent (피로 누적률)	세션 중	-	Y	-	톱셋(RPE9) 후 무게를 N% 줄여 같은 RPE 도달까지 백오프 세트 누적. 정해진 누적량 도달 시 운동 종료	톱셋 무게/RPE, 백오프 세트 RPE	'운동 종료' 신호 또는 '한 세트 더' 신호	컨디션 좋은 날엔 자연스럽게 세트 수 늘어남, 나쁜 날엔 줄어듦. 사용자 부담 없이 자동 조절	Tuchscherer / All Things Gym	https://www.allthingsgym.com/mike-tuchscherer-auto-regulation-fundamentals-fatigue-percentages/	★★★
A04	RPE 자율조절	RIR 예측 정확도 보정	세트 직후	-	Y	Y	사용자는 RIR을 평균 1회 정도 과소예측 (특히 RIR≥3 입력 시 더 부정확)	사용자 입력 RIR	내부값 = 입력값 + 보정계수(0~+1)	초보자/노인은 +1 보정 강하게. 중·고급자는 약하게. 정확한 강도 추정에 필수	MASS Research / Bastos 2024	https://pmc.ncbi.nlm.nih.gov/articles/PMC11127506/	★★☆
A05	RPE 자율조절	자율조절 vs 고정 %	세션 전	Y	-	Y	RPE 기반 자율조절이 고정 %1RM보다 장기 근력 향상에 우월 (근비대는 차이 미미)	사용자 목표(근력/근비대)	근력 목표 → 자율조절 우선, 근비대 → 볼륨 우선 알고리즘 분기	'근력 모드'와 '근비대 모드'에서 다른 보정 알고리즘 선택	MASS Research	https://massresearchreview.com/2023/05/22/rpe-and-rir-the-complete-guide/	★★★
A06	RPE 자율조절	OMNI-RES 스케일	초기 셋업	-	Y	Y	0~10 시각형 RPE 스케일. Borg와 r=0.94~0.97. 초보·노인·재활용 검증	사용자 경험 레벨	대안 RPE 입력 UI 제공	초보자에게는 시각적 0~10 스케일, 숙련자에게는 RIR 기반 스케일 토글	Robertson 2003	https://pubmed.ncbi.nlm.nih.gov/12569225/	★★☆
B01	주간 볼륨 기준	MV (유지 볼륨)	주간 단위	Y	-	Y	근육군당 주 6세트 정도가 현재 근육량 유지 최소치	근육군, 주차	유지기/디로드 주차 처방값	디로드 주에 자동 적용, 또는 비활성 사용자 추적	Israetel / RP Strength	https://rpstrength.com/blogs/articles/training-volume-landmarks-muscle-growth	★★★
B02	주간 볼륨 기준	MEV (성장 시작 볼륨)	주간 단위	Y	-	Y	성장 일으키는 최소 볼륨. 가슴 8, 등 10, 다리 6~8세트/주 등 근육군별 다름	근육군	메조사이클 1주차 볼륨 시작값	새 메조사이클 시작 시 근육군별 MEV로 자동 설정	Israetel	https://drmikeisraetel.com/dr-mike-israetel-mv-mev-mav-mrv-explained/	★★★
B03	주간 볼륨 기준	MAV (최적 적응 볼륨)	주간 단위	Y	-	Y	MEV~MRV 사이의 "성장 존". 매주 +1~2세트 점진 증가 필요	현재 주 볼륨, 진행 주차	다음 주 볼륨 = 이번 주 + 1~2세트	메조사이클 4~5주 동안 매주 자동으로 세트 추가	Israetel / RP	https://rpstrength.com/blogs/articles/training-volume-landmarks-muscle-growth	★★★
B04	주간 볼륨 기준	MRV (회복 가능 최대 볼륨)	주간 단위	Y	Y	Y	근육군당 주 18~25+세트. 초과 시 오버트레이닝 신호 (수면·식욕·관절통·RPE 상승)	근육군별 누적 주간 볼륨	MRV 도달 + 수행도 하락 시 디로드 자동 권고	앱 알림: '가슴 볼륨이 한계치 도달, 다음 주 디로드 추천'	Israetel	https://propanefitness.com/maximum-recoverable-volume/	★★★
B05	주간 볼륨 기준	Volume Dose-Response 메타	세션 전	Y	-	Y	주당 10+ 세트가 1세트보다 효과 큼(ES 0.44 vs 0.24). 12~20세트 권장. 20+ 추가효과 미미	사용자 목표(근비대)	주당 권장 볼륨 자동 처방 (12~20세트)	근비대 목표 사용자에게 디폴트 주당 12~20세트 처방	Schoenfeld / Krieger	https://www.strongerbyscience.com/volume/	★★★
C01	세트/렙/강도 처방	NSCA RM-1RM% 표	세션 전	Y	-	Y	RM-%1RM 변환표 (예: 5RM=87%, 8RM=80%, 10RM=75%, 12RM=67%)	목표 렙수, 1RM	추천 무게 (kg)	가장 핵심적인 룩업 테이블. 모든 처방의 기반	NSCA Essentials 4판	https://www.nsca.com/contentassets/61d813865e264c6e852cadfe247eae52/nsca_training_load_chart.pdf	★★★
C02	세트/렙/강도 처방	Repetition Continuum	세션 전	Y	-	Y	근력 ≥85%/1~6렙, 근비대 67~85%/6~12렙, 근지구력 ≤67%/12+렙 (단 근비대는 6~30렙 폭넓게 가능)	사용자 목표	렙범위 + %1RM 자동 매핑	목표 선택 → 렙범위와 강도 자동 결정	Schoenfeld 2021 / NSCA	https://pmc.ncbi.nlm.nih.gov/articles/PMC7927075/	★★★
C03	세트/렙/강도 처방	NSCA 단계별 처방	세션 전	Y	-	Y	근비대기: 50~75% 1RM, 8~20렙, 3~6세트 / 근력기: 80~95% 1RM, 2~6렙, 2~6세트	훈련 단계	세트수+렙수+강도 처방	훈련 단계 전환 시 변수 자동 변경	NSCA / Bompa	https://www.nsca.com/education/articles/nsca-coach/using-intensity-based-on-sets-and-repetitions-over-50-years-of-experience-a-brief-overview-of-load-setting-and-programming-strategy/	★★★
C04	세트/렙/강도 처방	ACSM 일반인 가이드라인	세션 전	Y	-	Y	건강 성인: 주 2~3회, 근육군당 1~4세트, 8~20렙, 40~70% 1RM (강화 시 60~80%, 8~12렙, 2~3분 휴식)	사용자 프로필(건강 목적)	초보·일반인 디폴트 처방	운동 목적이 '건강'인 사용자의 시작 디폴트값	ACSM 2026 Position Stand	https://acsm.org/resistance-training-guidelines-update-2026/	★★★
C05	세트/렙/강도 처방	실패 vs RIR	세션 전	Y	-	Y	근력은 실패/비실패 차이 미미, 근비대는 실패 가까울수록 약간 우월. RIR 0~3 모두 유사 효과	운동 종류	컴파운드 RIR 2~3 / 아이솔레이션 RIR 0~2 디폴트	실패 강요 X, 운동 종류별 안전한 디폴트 RIR 처방	Refalo / Pelland 2024	https://pmc.ncbi.nlm.nih.gov/articles/PMC10161210/	★★★
C06	세트/렙/강도 처방	훈련 빈도	세션 전	Y	-	Y	볼륨 동일 시 빈도는 비대에 무의미. 단 주 2회 이상 분할이 볼륨 분산에 유리	주간 볼륨, 분할 형태	근육군당 최소 주 2회 분할 권장	분할 추천 알고리즘에서 근육군이 주 2회 이상 자극되도록 자동 배치	Schoenfeld 2016/2018	https://pubmed.ncbi.nlm.nih.gov/27102172/	★★★
C07	세트/렙/강도 처방	휴식 시간	세트 직후	Y	Y	Y	근력/파워 3~5분, 컴파운드 근비대 2~3분, 아이솔레이션 1~2분. 1분 < 3분 (Schoenfeld 2016)	운동 종류, 목표	휴식 타이머 자동 카운트다운	세트 종료 후 운동 타입에 맞는 타이머 자동 시작	Schoenfeld 2016 / de Salles	https://pubmed.ncbi.nlm.nih.gov/26605807/	★★★
C08	세트/렙/강도 처방	Double Progression	세션 후	Y	Y	-	렙 범위 처방(예: 8~12렙). 모든 세트가 상한 도달 → 무게 +2.5~5% 인상, 렙 하한 리셋	지난 세션 모든 세트 성공 여부	다음 세션 무게 자동 인상 또는 유지	세션 끝 → '모두 12렙 성공' → 다음 세션 +2.5kg, 8렙으로 시작	Legion / Bret Contreras	https://legionathletics.com/double-progression/	★★★
C09	세트/렙/강도 처방	Epley 1RM 공식	초기 셋업 / 세트 직후	Y	-	Y	1RM = 무게 × (1 + 렙수/30). 6~10렙에서 정확	무게, 렙수	추정 1RM	신규 사용자 첫 세션 시 '6~10렙 가능한 무게'로 1RM 자동 추정	Epley 1985	https://en.wikipedia.org/wiki/One-repetition_maximum	★★★
C10	세트/렙/강도 처방	Brzycki 1RM 공식	초기 셋업 / 세트 직후	Y	-	Y	1RM = 무게 × 36 / (37 - 렙수). 1~6렙에서 더 정확	무게, 렙수(저렙)	추정 1RM	저렙 테스트 시 Brzycki, 중렙 시 Epley로 자동 분기	Brzycki 1993	https://en.wikipedia.org/wiki/One-repetition_maximum	★★★
C11	세트/렙/강도 처방	세션 길이 가이드	초기 셋업	Y	-	Y	효율 세션 45~75분. 분할로 길이 조절. 90분+ 코르티솔 주장은 1차 출처 약함	가용 시간, 분할	세션 운동 수/세트 수 자동 조정	'40분만 가능' 입력 → 운동 4~5개로 압축한 세션 자동 빌드	NSCA Essentials	https://www.nsca.com/education/articles/nsca-coach/using-intensity-based-on-sets-and-repetitions-over-50-years-of-experience-a-brief-overview-of-load-setting-and-programming-strategy/	★★☆
D01	주기화 모델	Linear Periodization	주간 단위	Y	-	Y	1~4주 비대(8~12렙) → 5~8주 근력(3~6렙) → 9~12주 파워. 초보~중급 적합	사용자 레벨, 진행 주차	주차별 변수 자동 변경	초보 사용자 12주 프로그램 자동 생성	Bompa / NSCA	https://www.strongerbyscience.com/periodization-data/	★★★
D02	주기화 모델	Daily Undulating (DUP)	주간 단위	Y	-	Y	같은 주 내 일별 비대-근력-파워 변경. 9~12주에 LP보다 약간 우월. 중급+ 권장	사용자 레벨(중·고급)	요일별 변수 다른 처방	월=비대(10렙), 수=근력(5렙), 금=파워(3렙) 자동 분배	Painter 2012 / Colquhoun 2017	https://pubmed.ncbi.nlm.nih.gov/22173008/	★★★
D03	주기화 모델	Block Periodization	주간 단위	Y	-	Y	3~4주 단위 블록(축적-변환-실현). 한 적응 자극 집중. 고급 선수용	사용자 레벨(고급)	블록당 1개 적응 우선	고급 모드 옵션, 대회 준비 사용자에게 적합	Issurin / Verkhoshansky	https://www.strongerbyscience.com/periodization-data/	★★☆
D04	주기화 모델	Flexible DUP	세션 전	Y	Y	Y	고정 순서 대신 사용자가 그날 컨디션 선택. 전통 DUP와 동등 효과	당일 사용자 컨디션 입력	오늘 비대/근력/파워 중 추천	앱 시작 시 '오늘 어떤 느낌?' → 추천 세션 타입	McNamara & Stearne 2010	https://pubmed.ncbi.nlm.nih.gov/20042923/	★★★
D05	주기화 모델	분할 루틴 비교	초기 셋업	Y	-	Y	풀바디(주2~3) = 초보, 상하분할(주4) = 중급, PPL(주5~6) = 고급. 빈도×볼륨 동일하면 효과 동등	가용 일수, 사용자 레벨	권장 분할 형태 자동 매핑	주 3회 가용 → 풀바디, 주 5회 → PPL 추천	Schoenfeld 2016 / Israetel	https://rpstrength.com/blogs/articles/your-training-split-doesn-t-matter	★★★
D06	주기화 모델	Starting Strength (5x5/5x3)	초기 셋업	Y	-	Y	초보용 LP. 스쿼트/벤치/오버헤드/데드 5렙×3세트, 매 세션 +2.5~5kg 인상. 6~12개월 적합	사용자 레벨(초보), 1RM	프로그램 처방 (월수금 A/B 교대)	6개월 미만 사용자 디폴트 추천	Mark Rippetoe	https://startingstrength.com/get-started/programs	★★★
D07	주기화 모델	5/3/1 Wendler	초기 셋업	Y	-	Y	메인 4주 사이클 (5/3/1+/디로드). TM(트레이닝맥스)=1RM의 90%로 시작, 사이클당 +2.5~5kg	사용자 레벨(중급), 1RM	4주 처방 자동 생성	SS 졸업한 중급자 디폴트 추천	Jim Wendler	https://thefitness.wiki/routines/5-3-1-for-beginners/	★★★
D08	주기화 모델	GZCLP	초기 셋업	Y	-	Y	초·중급 LP. T1(메인 5+렙)→T2(보조 10+렙)→T3(아이솔 15+렙) 3-tier 구조	사용자 레벨, 1RM	프로그램 처방	SS 대안. 헬스장 초보~중급 사용자	Cody LeFever / r/Fitness wiki	https://thefitness.wiki/routines/gzclp/	★★☆
D09	주기화 모델	nSuns LP	초기 셋업	Y	-	Y	Wendler 변형. 주 6일, 메인+보조 모두 5/3/1 패턴. 빠른 무게 진행 (정체기 돌파용)	사용자 레벨(중급+)	프로그램 처방	5/3/1 정체기 사용자 옵션	nSuns / r/Fitness wiki	https://thefitness.wiki/routines/nsuns-lp/	★★☆
D10	주기화 모델	PHUL/PHAT (하이브리드)	초기 셋업	Y	-	Y	근력일+근비대일 결합 분할. 상/하분할 위에 일별 포커스 다름 (PHUL=4일, PHAT=5일)	사용자 레벨(중급+) / 목표(파워+근비대)	분할 처방	근력+사이즈 동시 추구하는 중급자	Layne Norton / Brandon Campbell	https://www.muscleandstrength.com/workouts/phat-power-hypertrophy-adaptive-training	★★☆
E01	실시간 코칭	VBT (속도 기반 훈련)	세트 중	-	Y	Y	바벨 속도(m/s) 측정으로 강도/피로 실시간 모니터링. 1RM 추정·동기·피로 감지	바벨 속도 데이터(센서/카메라)	실시간 피로 알림·1RM 추정	폰 카메라 컴퓨터비전으로 속도 추정 가능	NSCA SCJ 2021	https://journals.lww.com/nsca-scj/fulltext/2021/04000/velocity_based_training__from_theory_to.4.aspx	★★☆
E02	실시간 코칭	Load-Velocity Profile	세션 전	Y	Y	-	개인별 운동별 무게-속도 선형관계. 워밍업 세트 속도 → 그날의 1RM 추정	워밍업 세트 무게/속도	당일 1RM 추정 → 무게 자동 보정	세션 시작 시 워밍업으로 그날 컨디션 반영한 무게 자동 조정	Vitruve	https://vitruve.fit/blog/vbt-guide-creating-a-load-velocity-profile/	★★☆
E03	실시간 코칭	Velocity Loss 임계	세트 중	-	Y	Y	첫 렙 대비 속도 감소율로 종료. 파워 10~20%, 근력 20~25%, 근비대 25~40%. 35%+ 지속 권장X	렙별 속도, 목표	속도 감소 임계 도달 시 세트 강제 종료	목표별 임계값 다름. '근력 모드'면 25% 도달 시 종료	Pareja-Blanco / Sports Med 2022	https://pmc.ncbi.nlm.nih.gov/articles/PMC9807551/	★★★
E04	실시간 코칭	실시간 피드백 효과	세트 직후	-	Y	Y	렙별 속도 피드백은 동기·집중·움직임 질↑, 인지 노력↓	세트 데이터	세트 후 시각적 피드백 표시	세트 후 '이번 세트 평균 속도 0.8m/s' 그래프 표시 → 동기부여	Weakley 2023 (Sports Med meta)	https://pubmed.ncbi.nlm.nih.gov/37410360/	★★☆
E05	실시간 코칭	External vs Internal 큐	세트 중	-	Y	Y	외적 큐("천장으로 밀어") > 내적 큐("가슴 사용"). 학습·수행 모두 외적 큐 우월	운동명·동작 단계	운동별 외적 큐 텍스트/음성 출력	세트 시작 전 '바닥을 찢어내듯' 같은 외적 큐 자동 안내	Wulf	https://www.thestrengthathlete.com/blog/external-cues	★★★
E06	실시간 코칭	스쿼트 폼 에러·큐	세트 중 / 세트 후	-	Y	Y	무릎 내회전·깊이 부족·중심 이동·골반 윙크 → 외적 큐 매핑	폼 분석(영상/사용자 보고) 결과	에러 → 큐 매핑 출력	비전 모델로 에러 감지 후 해당 큐 음성 안내	Power Rack Strength / TPS	https://www.powerrackstrength.com/3-common-squat-mistakes/	★★☆
E07	실시간 코칭	벤치프레스 폼 큐	세트 중	-	Y	Y	발 고정·광배 활성·어깨 후퇴/하강·바 패스 가슴하부→어깨위·팔꿈치 45~75°	운동명·셋업 단계	셋업 체크리스트·큐 출력	세트 시작 전 체크리스트 표시 + 음성 코칭	PowerliftingTechnique / Starting Strength	https://startingstrength.com/article/the-bench-press-anatomy-and-kinesiology	★★★
E08	실시간 코칭	데드리프트 폼 큐	세트 중	-	Y	Y	바 발 위 중간·광배 잠금·척추 중립·다리로 밀기·밸살바 호흡	운동명·셋업 단계	셋업 체크리스트·큐 출력	세트 시작 전 셋업 가이드 자동 안내	PowerliftingTechnique / Men's Journal	https://powerliftingtechnique.com/deadlift-cues/	★★★
E09	실시간 코칭	RAMP 워밍업 프로토콜	세션 전	Y	-	Y	R(심박↑)-A(타깃 활성)-M(가동성)-P(종목 점증세트). 정적 스트레칭 회피	메인 운동, 작업 무게	워밍업 시퀀스 자동 생성	바벨 스쿼트 100kg 작업 → 50%×5/70%×3/85%×2 자동 처방	Ian Jeffreys 2007	https://humankinetics.me/2019/03/04/what-is-the-ramp-warm-up/	★★★
E10	실시간 코칭	오버헤드프레스 폼 큐	세트 중	-	Y	Y	발 어깨너비, 코어/둔근 잠금, 바 코끝 → 머리 위 직선 경로, 락아웃 시 머리 통과	운동명·셋업 단계	셋업 체크리스트·외적 큐 출력	셋업 가이드 + 세트 중 '천장 밀어' 같은 외적 큐 안내	Starting Strength / Stronger By Science	https://startingstrength.com/article/the-press	★★★
E11	실시간 코칭	풀업/친업 폼 큐	세트 중	-	Y	Y	어깨 후퇴/하강 시작 → 가슴을 바에 → 턱이 바 위. 발 교차/킵핑 금지	운동명·셋업 단계	셋업 체크리스트·큐 출력	셋업 가이드 + 음성 코칭	Stronger By Science	https://startingstrength.com/article/chins-and-pullups	★★★
E12	실시간 코칭	바벨 로우 폼 큐	세트 중	-	Y	Y	힙힌지 45도, 척추 중립, 바를 배꼽 하단으로, 팔꿈치 옆구리 향함, 견갑 후퇴	운동명·셋업	셋업 체크리스트·큐 출력	셋업 가이드 + 외적 큐	Strength Log	https://www.strengthlog.com/barbell-row/	★★☆
E13	실시간 코칭	Valsalva 호흡	세트 중	-	Y	Y	고중량(>80%) 시 들숨 → 호흡정지로 복강내압 형성 → 하강 → 상승 후 배출. 고혈압자 주의	무게 비율, 운동 종류	호흡 큐 자동 출력	컴파운드 80%+ 세트 시작 전 호흡 안내	NSCA Essentials / Hackett 2013	https://pubmed.ncbi.nlm.nih.gov/23222073/	★★★
E14	실시간 코칭	가동범위 (ROM) 기준	세트 중	Y	Y	Y	풀ROM이 부분반복보다 근비대·근력 우월. 단 신장 위치 강조 부분반복은 풀ROM 동등 또는 우월	운동명, 사용자 ROM 데이터	ROM 부족 시 큐 출력	스쿼트 깊이 부족 감지 → '엉덩이 더 내려' 큐	Pedrosa 2022 (Eur J Sport Sci)	https://pubmed.ncbi.nlm.nih.gov/33977835/	★★★
E15	실시간 코칭	부상 신호 vs 근육통	세션 중 / 세션 후	-	Y	Y	관절통·날카로운 통증·국소 통증=부상 신호. 양측 대칭 둔통 24~72h=DOMS(정상)	사용자 통증 위치/강도/시점	운동 중단 권고 또는 정상 신호 분기	통증 입력 → 부위/패턴 분석 → 중단/계속 분기	Cheung 2003 (DOMS 리뷰)	https://pubmed.ncbi.nlm.nih.gov/12617692/	★★☆
E16	실시간 코칭	컴파운드 셋업 체크리스트	세트 직전	-	Y	-	①발 위치 ②그립 너비 ③척추 중립 ④광배/코어 잠금 ⑤호흡 셋팅 5단계	운동명	단계별 체크리스트 UI	모든 컴파운드 첫 세트 전 자동 표시	NSCA / Starting Strength	https://startingstrength.com/article/the_squat	★★★
E17	실시간 코칭	그립 너비/유형	세션 전	Y	Y	Y	벤치: 어깨너비 1.5배. 데드: 어깨너비. 풀업: 광배=와이드, 이두=내로우/언더. 후크그립=고중량 데드	운동명, 목표 근육	권장 그립 너비/유형 출력	운동 선택 시 그립 옵션 안내	PowerliftingTechnique / SBS	https://startingstrength.com/article/grip-width-on-the-bench-press	★★☆
F01	운동 데이터셋	wger Exercise API	참고 자료	Y	Y	Y	AGPL 무료 운동 DB. REST API + OpenAPI. 운동/근육군/장비/이미지 매핑	API 호출	운동 메타데이터 JSON	운동 메타 직수입. 한국어 일부 번역 존재	wger Project	https://wger.de/en/software/api	★★★
F02	운동 데이터셋	Free Exercise DB (yuhonas)	참고 자료	Y	Y	Y	Public Domain. 800+ 운동 + 이미지. JSON 단일 파일	-	JSON 임포트	라이선스 자유도 최고. 빠른 프로토타이핑에 최적	yuhonas / GitHub	https://github.com/yuhonas/free-exercise-db	★★★
F03	운동 데이터셋	ExerciseDB API	참고 자료	Y	Y	Y	11000+ 운동 + GIF/이미지/순서. 무료 티어 (API 키 필요)	API 호출	운동 데이터 + 시각자료	비주얼 강한 데이터셋	ExerciseDB	https://github.com/ExerciseDB/exercisedb-api	★★☆
F04	운동 데이터셋	everkinetic exercises.json	참고 자료	Y	-	Y	오픈소스 운동 데이터. 근육·장비·지시사항 포함	-	JSON 임포트	보조 데이터 소스로 통합	everkinetic	https://github.com/everkinetic/data/blob/main/exercises.json	★★☆
